2022-01-16 18:33:17,513 - tensorflow - INFO - **** Trainable Variables ****
2022-01-16 18:33:17,514 - root - INFO -   name = bert/embeddings/word_embeddings:0, shape = (9, 768)
2022-01-16 18:33:17,525 - root - INFO -   name = bert/encoder/layer_2/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,526 - root - INFO -   name = bert/encoder/layer_2/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,526 - root - INFO -   name = bert/encoder/layer_2/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,526 - root - INFO -   name = bert/encoder/layer_2/attention/output/layer_normalization_4/gamma:0, shape = (768,)
2022-01-16 18:33:17,526 - root - INFO -   name = bert/encoder/layer_2/attention/output/layer_normalization_4/beta:0, shape = (768,)
2022-01-16 18:33:17,527 - root - INFO -   name = bert/encoder/layer_2/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,527 - root - INFO -   name = bert/encoder/layer_2/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,527 - root - INFO -   name = bert/encoder/layer_2/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,527 - root - INFO -   name = bert/encoder/layer_2/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,528 - root - INFO -   name = bert/encoder/layer_2/output/layer_normalization_5/gamma:0, shape = (768,)
2022-01-16 18:33:17,528 - root - INFO -   name = bert/encoder/layer_2/output/layer_normalization_5/beta:0, shape = (768,)
2022-01-16 18:33:17,528 - root - INFO -   name = bert/encoder/layer_3/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,528 - root - INFO -   name = bert/encoder/layer_3/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,529 - root - INFO -   name = bert/encoder/layer_3/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,529 - root - INFO -   name = bert/encoder/layer_3/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,529 - root - INFO -   name = bert/encoder/layer_3/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,529 - root - INFO -   name = bert/encoder/layer_3/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,530 - root - INFO -   name = bert/encoder/layer_3/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,530 - root - INFO -   name = bert/encoder/layer_3/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,530 - root - INFO -   name = bert/encoder/layer_3/attention/output/layer_normalization_6/gamma:0, shape = (768,)
2022-01-16 18:33:17,530 - root - INFO -   name = bert/encoder/layer_3/attention/output/layer_normalization_6/beta:0, shape = (768,)
2022-01-16 18:33:17,531 - root - INFO -   name = bert/encoder/layer_3/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,531 - root - INFO -   name = bert/encoder/layer_3/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,531 - root - INFO -   name = bert/encoder/layer_3/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,531 - root - INFO -   name = bert/encoder/layer_3/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,532 - root - INFO -   name = bert/encoder/layer_3/output/layer_normalization_7/gamma:0, shape = (768,)
2022-01-16 18:33:17,532 - root - INFO -   name = bert/encoder/layer_3/output/layer_normalization_7/beta:0, shape = (768,)
2022-01-16 18:33:17,532 - root - INFO -   name = bert/encoder/layer_4/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,532 - root - INFO -   name = bert/encoder/layer_4/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,532 - root - INFO -   name = bert/encoder/layer_4/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,533 - root - INFO -   name = bert/encoder/layer_4/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,533 - root - INFO -   name = bert/encoder/layer_4/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,533 - root - INFO -   name = bert/encoder/layer_4/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,533 - root - INFO -   name = bert/encoder/layer_4/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,534 - root - INFO -   name = bert/encoder/layer_4/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,534 - root - INFO -   name = bert/encoder/layer_4/attention/output/layer_normalization_8/gamma:0, shape = (768,)
2022-01-16 18:33:17,534 - root - INFO -   name = bert/encoder/layer_4/attention/output/layer_normalization_8/beta:0, shape = (768,)
2022-01-16 18:33:17,535 - root - INFO -   name = bert/encoder/layer_4/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,535 - root - INFO -   name = bert/encoder/layer_4/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,535 - root - INFO -   name = bert/encoder/layer_4/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,535 - root - INFO -   name = bert/encoder/layer_4/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,536 - root - INFO -   name = bert/encoder/layer_4/output/layer_normalization_9/gamma:0, shape = (768,)
2022-01-16 18:33:17,537 - root - INFO -   name = bert/encoder/layer_4/output/layer_normalization_9/beta:0, shape = (768,)
2022-01-16 18:33:17,537 - root - INFO -   name = bert/encoder/layer_5/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,537 - root - INFO -   name = bert/encoder/layer_5/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,537 - root - INFO -   name = bert/encoder/layer_5/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,537 - root - INFO -   name = bert/encoder/layer_5/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,537 - root - INFO -   name = bert/encoder/layer_5/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,537 - root - INFO -   name = bert/encoder/layer_5/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,538 - root - INFO -   name = bert/encoder/layer_5/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,538 - root - INFO -   name = bert/encoder/layer_5/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,538 - root - INFO -   name = bert/encoder/layer_5/attention/output/layer_normalization_10/gamma:0, shape = (768,)
2022-01-16 18:33:17,538 - root - INFO -   name = bert/encoder/layer_5/attention/output/layer_normalization_10/beta:0, shape = (768,)
2022-01-16 18:33:17,539 - root - INFO -   name = bert/encoder/layer_5/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,539 - root - INFO -   name = bert/encoder/layer_5/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,539 - root - INFO -   name = bert/encoder/layer_5/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,539 - root - INFO -   name = bert/encoder/layer_5/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,540 - root - INFO -   name = bert/encoder/layer_5/output/layer_normalization_11/gamma:0, shape = (768,)
2022-01-16 18:33:17,540 - root - INFO -   name = bert/encoder/layer_5/output/layer_normalization_11/beta:0, shape = (768,)
2022-01-16 18:33:17,540 - root - INFO -   name = bert/encoder/layer_6/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,540 - root - INFO -   name = bert/encoder/layer_6/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,541 - root - INFO -   name = bert/encoder/layer_6/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,541 - root - INFO -   name = bert/encoder/layer_6/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,541 - root - INFO -   name = bert/encoder/layer_6/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,541 - root - INFO -   name = bert/encoder/layer_6/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,542 - root - INFO -   name = bert/encoder/layer_6/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,542 - root - INFO -   name = bert/encoder/layer_6/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,542 - root - INFO -   name = bert/encoder/layer_6/attention/output/layer_normalization_12/gamma:0, shape = (768,)
2022-01-16 18:33:17,543 - root - INFO -   name = bert/encoder/layer_6/attention/output/layer_normalization_12/beta:0, shape = (768,)
2022-01-16 18:33:17,543 - root - INFO -   name = bert/encoder/layer_6/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,543 - root - INFO -   name = bert/encoder/layer_6/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,543 - root - INFO -   name = bert/encoder/layer_6/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,544 - root - INFO -   name = bert/encoder/layer_6/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,544 - root - INFO -   name = bert/encoder/layer_6/output/layer_normalization_13/gamma:0, shape = (768,)
2022-01-16 18:33:17,544 - root - INFO -   name = bert/encoder/layer_6/output/layer_normalization_13/beta:0, shape = (768,)
2022-01-16 18:33:17,544 - root - INFO -   name = bert/encoder/layer_7/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,545 - root - INFO -   name = bert/encoder/layer_7/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,545 - root - INFO -   name = bert/encoder/layer_7/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,545 - root - INFO -   name = bert/encoder/layer_7/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,545 - root - INFO -   name = bert/encoder/layer_7/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,546 - root - INFO -   name = bert/encoder/layer_7/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,546 - root - INFO -   name = bert/encoder/layer_7/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,546 - root - INFO -   name = bert/encoder/layer_7/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,546 - root - INFO -   name = bert/encoder/layer_7/attention/output/layer_normalization_14/gamma:0, shape = (768,)
2022-01-16 18:33:17,547 - root - INFO -   name = bert/encoder/layer_7/attention/output/layer_normalization_14/beta:0, shape = (768,)
2022-01-16 18:33:17,547 - root - INFO -   name = bert/encoder/layer_7/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,547 - root - INFO -   name = bert/encoder/layer_7/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,547 - root - INFO -   name = bert/encoder/layer_7/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,548 - root - INFO -   name = bert/encoder/layer_7/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,548 - root - INFO -   name = bert/encoder/layer_7/output/layer_normalization_15/gamma:0, shape = (768,)
2022-01-16 18:33:17,548 - root - INFO -   name = bert/encoder/layer_7/output/layer_normalization_15/beta:0, shape = (768,)
2022-01-16 18:33:17,548 - root - INFO -   name = bert/encoder/layer_8/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,549 - root - INFO -   name = bert/encoder/layer_8/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,549 - root - INFO -   name = bert/encoder/layer_8/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,549 - root - INFO -   name = bert/encoder/layer_8/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,550 - root - INFO -   name = bert/encoder/layer_8/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,550 - root - INFO -   name = bert/encoder/layer_8/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,550 - root - INFO -   name = bert/encoder/layer_8/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,550 - root - INFO -   name = bert/encoder/layer_8/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,551 - root - INFO -   name = bert/encoder/layer_8/attention/output/layer_normalization_16/gamma:0, shape = (768,)
2022-01-16 18:33:17,551 - root - INFO -   name = bert/encoder/layer_8/attention/output/layer_normalization_16/beta:0, shape = (768,)
2022-01-16 18:33:17,551 - root - INFO -   name = bert/encoder/layer_8/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,551 - root - INFO -   name = bert/encoder/layer_8/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,551 - root - INFO -   name = bert/encoder/layer_8/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,552 - root - INFO -   name = bert/encoder/layer_8/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,552 - root - INFO -   name = bert/encoder/layer_8/output/layer_normalization_17/gamma:0, shape = (768,)
2022-01-16 18:33:17,552 - root - INFO -   name = bert/encoder/layer_8/output/layer_normalization_17/beta:0, shape = (768,)
2022-01-16 18:33:17,553 - root - INFO -   name = bert/encoder/layer_9/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,553 - root - INFO -   name = bert/encoder/layer_9/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,553 - root - INFO -   name = bert/encoder/layer_9/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,553 - root - INFO -   name = bert/encoder/layer_9/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,553 - root - INFO -   name = bert/encoder/layer_9/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,554 - root - INFO -   name = bert/encoder/layer_9/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,554 - root - INFO -   name = bert/encoder/layer_9/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,554 - root - INFO -   name = bert/encoder/layer_9/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,554 - root - INFO -   name = bert/encoder/layer_9/attention/output/layer_normalization_18/gamma:0, shape = (768,)
2022-01-16 18:33:17,555 - root - INFO -   name = bert/encoder/layer_9/attention/output/layer_normalization_18/beta:0, shape = (768,)
2022-01-16 18:33:17,555 - root - INFO -   name = bert/encoder/layer_9/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,555 - root - INFO -   name = bert/encoder/layer_9/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,555 - root - INFO -   name = bert/encoder/layer_9/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,556 - root - INFO -   name = bert/encoder/layer_9/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,556 - root - INFO -   name = bert/encoder/layer_9/output/layer_normalization_19/gamma:0, shape = (768,)
2022-01-16 18:33:17,556 - root - INFO -   name = bert/encoder/layer_9/output/layer_normalization_19/beta:0, shape = (768,)
2022-01-16 18:33:17,556 - root - INFO -   name = bert/encoder/layer_10/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,557 - root - INFO -   name = bert/encoder/layer_10/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,557 - root - INFO -   name = bert/encoder/layer_10/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,557 - root - INFO -   name = bert/encoder/layer_10/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,557 - root - INFO -   name = bert/encoder/layer_10/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,558 - root - INFO -   name = bert/encoder/layer_10/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,558 - root - INFO -   name = bert/encoder/layer_10/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,558 - root - INFO -   name = bert/encoder/layer_10/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,558 - root - INFO -   name = bert/encoder/layer_10/attention/output/layer_normalization_20/gamma:0, shape = (768,)
2022-01-16 18:33:17,559 - root - INFO -   name = bert/encoder/layer_10/attention/output/layer_normalization_20/beta:0, shape = (768,)
2022-01-16 18:33:17,559 - root - INFO -   name = bert/encoder/layer_10/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,559 - root - INFO -   name = bert/encoder/layer_10/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,559 - root - INFO -   name = bert/encoder/layer_10/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,560 - root - INFO -   name = bert/encoder/layer_10/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,560 - root - INFO -   name = bert/encoder/layer_10/output/layer_normalization_21/gamma:0, shape = (768,)
2022-01-16 18:33:17,560 - root - INFO -   name = bert/encoder/layer_10/output/layer_normalization_21/beta:0, shape = (768,)
2022-01-16 18:33:17,560 - root - INFO -   name = bert/encoder/layer_11/attention/self/query/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,561 - root - INFO -   name = bert/encoder/layer_11/attention/self/query/bias:0, shape = (768,)
2022-01-16 18:33:17,561 - root - INFO -   name = bert/encoder/layer_11/attention/self/key/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,561 - root - INFO -   name = bert/encoder/layer_11/attention/self/key/bias:0, shape = (768,)
2022-01-16 18:33:17,561 - root - INFO -   name = bert/encoder/layer_11/attention/self/value/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,562 - root - INFO -   name = bert/encoder/layer_11/attention/self/value/bias:0, shape = (768,)
2022-01-16 18:33:17,562 - root - INFO -   name = bert/encoder/layer_11/attention/output/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,562 - root - INFO -   name = bert/encoder/layer_11/attention/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,562 - root - INFO -   name = bert/encoder/layer_11/attention/output/layer_normalization_22/gamma:0, shape = (768,)
2022-01-16 18:33:17,563 - root - INFO -   name = bert/encoder/layer_11/attention/output/layer_normalization_22/beta:0, shape = (768,)
2022-01-16 18:33:17,563 - root - INFO -   name = bert/encoder/layer_11/intermediate/dense/kernel:0, shape = (768, 3072)
2022-01-16 18:33:17,563 - root - INFO -   name = bert/encoder/layer_11/intermediate/dense/bias:0, shape = (3072,)
2022-01-16 18:33:17,563 - root - INFO -   name = bert/encoder/layer_11/output/dense/kernel:0, shape = (3072, 768)
2022-01-16 18:33:17,564 - root - INFO -   name = bert/encoder/layer_11/output/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,564 - root - INFO -   name = bert/encoder/layer_11/output/layer_normalization_23/gamma:0, shape = (768,)
2022-01-16 18:33:17,564 - root - INFO -   name = bert/encoder/layer_11/output/layer_normalization_23/beta:0, shape = (768,)
2022-01-16 18:33:17,564 - root - INFO -   name = bert/pooler/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,565 - root - INFO -   name = bert/pooler/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,565 - root - INFO -   name = cls/predictions/transform/dense/kernel:0, shape = (768, 768)
2022-01-16 18:33:17,565 - root - INFO -   name = cls/predictions/transform/dense/bias:0, shape = (768,)
2022-01-16 18:33:17,565 - root - INFO -   name = cls/predictions/transform/layer_normalization_24/gamma:0, shape = (768,)
2022-01-16 18:33:17,566 - root - INFO -   name = cls/predictions/transform/layer_normalization_24/beta:0, shape = (768,)
2022-01-16 18:33:17,566 - root - INFO -   name = cls/predictions/output_bias:0, shape = (9,)
